

1	1	0
1	2	0
1	3	0
1	4	0
1	5	0
1	6	0
1	7	0
1	8	0
1	9	0
1	10	0
1	11	0
1	12	0
1	13	0
1	14	0
1	15	0
1	16	0
1	17	0
1	18	0
1	19	0
1	20	0
2	1	0
2	2	0
2	3	0
2	4	0
2	5	0
2	6	0
2	7	0
2	8	0
2	9	0
2	10	0
2	11	0
2	12	0
2	13	0
2	14	0
2	15	0
2	16	0
2	17	0
2	18	0
2	19	0
2	20	0
3	1	0
3	2	0
3	3	0
3	4	0
3	5	0
3	6	0
3	7	0
3	8	0
3	9	0
3	10	0
3	11	0
3	12	0
3	13	0
3	14	0
3	15	0
3	16	0
3	17	0
3	18	0
3	19	0
3	20	0
4	1	0
4	2	0
4	3	0
4	4	0
4	5	0
4	6	0
4	7	0
4	8	0
4	9	0
4	10	0
4	11	0
4	12	0
4	13	0
4	14	0
4	15	0
4	16	0
4	17	0
4	18	0
4	19	0
4	20	0
5	1	0
5	2	0
5	3	0
5	4	0
5	5	0
5	6	0
5	7	0
5	8	0
5	9	0
5	10	0
5	11	0
5	12	0
5	13	0
5	14	0
5	15	0
5	16	0
5	17	0
5	18	0
5	19	0
5	20	0
6	1	0
6	2	0
6	3	0
6	4	0
6	5	0
6	6	0
6	7	0
6	8	0
6	9	0
6	10	0
6	11	0
6	12	0
6	13	0
6	14	0
6	15	0
6	16	0
6	17	0
6	18	0
6	19	0
6	20	0
7	1	0
7	2	6.52
7	3	7
7	4	8.49
7	5	8.49
7	6	8.86
7	7	9.57
7	8	10.14
7	9	9.35
7	10	0
7	11	0
7	12	0
7	13	0
7	14	0
7	15	0
7	16	0
7	17	0
7	18	0
7	19	0
7	20	0
8	1	0
8	2	5.92
8	3	6.26
8	4	7.79
8	5	7.79
8	6	8.78
8	7	9.16
8	8	9.79
8	9	9.33
8	10	8.42
8	11	0
8	12	0
8	13	0
8	14	0
8	15	0
8	16	0
8	17	0
8	18	0
8	19	0
8	20	0
9	1	0
9	2	5.79
9	3	6.2
9	4	7.59
9	5	7.59
9	6	8.72
9	7	8.98
9	8	9.65
9	9	9.21
9	10	8.33
9	11	0
9	12	0
9	13	0
9	14	0
9	15	0
9	16	0
9	17	0
9	18	0
9	19	0
9	20	0
10	1	4.79
10	2	4.2
10	3	4.38
10	4	3.99
10	5	3.99
10	6	4.88
10	7	8.18
10	8	8.02
10	9	7.08
10	10	6.23
10	11	0
10	12	0
10	13	0
10	14	0
10	15	0
10	16	0
10	17	0
10	18	0
10	19	0
10	20	0
11	1	4.93
11	2	5.02
11	3	5.59
11	4	6.4
11	5	6.4
11	6	7.65
11	7	7.95
11	8	7.44
11	9	6.87
11	10	6.44
11	11	0
11	12	0
11	13	0
11	14	0
11	15	0
11	16	0
11	17	0
11	18	0
11	19	0
11	20	0
12	1	0
12	2	4.44
12	3	4.94
12	4	5.37
12	5	5.37
12	6	5.81
12	7	6.37
12	8	6.05
12	9	5.91
12	10	5.73
12	11	0
12	12	0
12	13	0
12	14	0
12	15	0
12	16	0
12	17	0
12	18	0
12	19	0
12	20	0
13	1	0
13	2	3.28
13	3	3.93
13	4	3.78
13	5	3.78
13	6	3.95
13	7	4.6
13	8	5.02
13	9	5.05
13	10	5.09
13	11	0
13	12	0
13	13	0
13	14	0
13	15	0
13	16	0
13	17	0
13	18	0
13	19	0
13	20	0
14	1	0
14	2	3.25
14	3	3.1
14	4	2.79
14	5	2.79
14	6	3.52
14	7	3.83
14	8	4
14	9	4.35
14	10	0
14	11	0
14	12	0
14	13	0
14	14	0
14	15	0
14	16	0
14	17	0
14	18	0
14	19	0
14	20	0
15	1	0
15	2	2.87
15	3	2.87
15	4	3.46
15	5	3.46
15	6	3.21
15	7	3.3
15	8	3.57
15	9	4.37
15	10	0
15	11	0
15	12	0
15	13	0
15	14	0
15	15	0
15	16	0
15	17	0
15	18	0
15	19	0
15	20	0
16	1	0
16	2	3.05
16	3	2.82
16	4	2.8
16	5	2.8
16	6	3.07
16	7	3.23
16	8	3.77
16	9	4.4
16	10	0
16	11	0
16	12	0
16	13	0
16	14	0
16	15	0
16	16	0
16	17	0
16	18	0
16	19	0
16	20	0
17	1	0
17	2	4.01
17	3	3.49
17	4	3.62
17	5	3.62
17	6	3.52
17	7	3.29
17	8	3.63
17	9	4.3
17	10	4.83
17	11	0
17	12	0
17	13	0
17	14	0
17	15	0
17	16	0
17	17	0
17	18	0
17	19	0
17	20	0
18	1	0
18	2	3.58
18	3	3.44
18	4	3.16
18	5	3.16
18	6	3.33
18	7	3.25
18	8	3.39
18	9	3.92
18	10	0
18	11	0
18	12	0
18	13	0
18	14	0
18	15	0
18	16	0
18	17	0
18	18	0
18	19	0
18	20	0
19	1	0
19	2	2.71
19	3	2.7
19	4	3.13
19	5	3.13
19	6	3.03
19	7	3.59
19	8	3.73
19	9	4.24
19	10	0
19	11	0
19	12	0
19	13	0
19	14	0
19	15	0
19	16	0
19	17	0
19	18	0
19	19	0
19	20	0
20	1	0
20	2	3.58
20	3	3.45
20	4	3.47
20	5	3.47
20	6	3.31
20	7	3.16
20	8	3.42
20	9	4.18
20	10	4.36
20	11	0
20	12	0
20	13	0
20	14	0
20	15	0
20	16	0
20	17	0
20	18	0
20	19	0
20	20	0
21	1	0
21	2	2.86
21	3	3.31
21	4	3.16
21	5	3.16
21	6	3.11
21	7	3.31
21	8	3.48
21	9	4.47
21	10	0
21	11	0
21	12	0
21	13	0
21	14	0
21	15	0
21	16	0
21	17	0
21	18	0
21	19	0
21	20	0
22	1	3.66
22	2	4.3
22	3	3.69
22	4	3.28
22	5	3.28
22	6	3.51
22	7	3.6
22	8	3.8
22	9	4.27
22	10	0
22	11	0
22	12	0
22	13	0
22	14	0
22	15	0
22	16	0
22	17	0
22	18	0
22	19	0
22	20	0
23	1	0
23	2	5.82
23	3	5.64
23	4	5.34
23	5	5.34
23	6	4.14
23	7	3.7
23	8	4.36
23	9	4.88
23	10	4.36
23	11	0
23	12	0
23	13	0
23	14	0
23	15	0
23	16	0
23	17	0
23	18	0
23	19	0
23	20	0
24	1	0
24	2	8.15
24	3	6.91
24	4	6.98
24	5	6.98
24	6	5.21
24	7	4.8
24	8	5
24	9	5.96
24	10	4.35
24	11	0
24	12	0
24	13	0
24	14	0
24	15	0
24	16	0
24	17	0
24	18	0
24	19	0
24	20	0
25	1	0
25	2	3.59
25	3	3.17
25	4	2.86
25	5	2.86
25	6	3.06
25	7	3.14
25	8	3.45
25	9	3.84
25	10	0
25	11	0
25	12	0
25	13	0
25	14	0
25	15	0
25	16	0
25	17	0
25	18	0
25	19	0
25	20	0
26	1	0
26	2	4.49
26	3	4.76
26	4	5.28
26	5	5.28
26	6	3.71
26	7	3.65
26	8	4.08
26	9	4.46
26	10	7.85
26	11	0
26	12	0
26	13	0
26	14	0
26	15	0
26	16	0
26	17	0
26	18	0
26	19	0
26	20	0
27	1	0
27	2	9.99
27	3	9.89
27	4	9.95
27	5	9.95
27	6	6.69
27	7	6.36
27	8	6.47
27	9	6.87
27	10	7.71
27	11	0
27	12	0
27	13	0
27	14	0
27	15	0
27	16	0
27	17	0
27	18	0
27	19	0
27	20	0
28	1	0
28	2	10.03
28	3	9.82
28	4	9.84
28	5	9.84
28	6	6.78
28	7	6.44
28	8	6.47
28	9	6.84
28	10	7.83
28	11	0
28	12	0
28	13	0
28	14	0
28	15	0
28	16	0
28	17	0
28	18	0
28	19	0
28	20	0
29	1	0
29	2	10.18
29	3	10.09
29	4	9.38
29	5	9.38
29	6	7.58
29	7	6.5
29	8	6.71
29	9	6.69
29	10	7.77
29	11	0
29	12	0
29	13	0
29	14	0
29	15	0
29	16	0
29	17	0
29	18	0
29	19	0
29	20	0
30	1	0
30	2	9.97
30	3	9.88
30	4	9.96
30	5	9.96
30	6	6.67
30	7	6.36
30	8	6.47
30	9	6.88
30	10	7.7
30	11	0
30	12	0
30	13	0
30	14	0
30	15	0
30	16	0
30	17	0
30	18	0
30	19	0
30	20	0
31	1	0
31	2	9.86
31	3	10.13
31	4	9
31	5	9
31	6	8.4
31	7	7.99
31	8	8.39
31	9	9.24
31	10	9.88
31	11	0
31	12	0
31	13	0
31	14	0
31	15	0
31	16	0
31	17	0
31	18	0
31	19	0
31	20	0
32	1	0
32	2	9.85
32	3	10.57
32	4	9.2
32	5	9.2
32	6	8.33
32	7	7.97
32	8	8.43
32	9	9.29
32	10	9.08
32	11	0
32	12	0
32	13	0
32	14	0
32	15	0
32	16	0
32	17	0
32	18	0
32	19	0
32	20	0
33	1	0
33	2	9.93
33	3	9.82
33	4	9.58
33	5	9.58
33	6	7.31
33	7	7.6
33	8	7.62
33	9	8.49
33	10	8.9
33	11	0
33	12	0
33	13	0
33	14	0
33	15	0
33	16	0
33	17	0
33	18	0
33	19	0
33	20	0
34	1	0
34	2	9.87
34	3	10.07
34	4	9.32
34	5	9.32
34	6	8.14
34	7	7.87
34	8	8.19
34	9	8.96
34	10	8.91
34	11	0
34	12	0
34	13	0
34	14	0
34	15	0
34	16	0
34	17	0
34	18	0
34	19	0
34	20	0
35	1	0
35	2	10.29
35	3	10.42
35	4	8.87
35	5	8.87
35	6	8.4
35	7	8.41
35	8	8.69
35	9	8.97
35	10	9.32
35	11	0
35	12	0
35	13	0
35	14	0
35	15	0
35	16	0
35	17	0
35	18	0
35	19	0
35	20	0
36	1	0
36	2	11.05
36	3	10.82
36	4	10.59
36	5	10.59
36	6	9.11
36	7	8.69
36	8	9.24
36	9	9.58
36	10	10.7
36	11	0
36	12	0
36	13	0
36	14	0
36	15	0
36	16	0
36	17	0
36	18	0
36	19	0
36	20	0
37	1	0
37	2	11.19
37	3	10.89
37	4	10.66
37	5	10.66
37	6	9.12
37	7	8.89
37	8	9.32
37	9	10.51
37	10	10.63
37	11	0
37	12	0
37	13	0
37	14	0
37	15	0
37	16	0
37	17	0
37	18	0
37	19	0
37	20	0
38	1	0
38	2	11.74
38	3	10.92
38	4	10.69
38	5	10.69
38	6	9.1
38	7	8.97
38	8	9.35
38	9	10.47
38	10	10.89
38	11	0
38	12	0
38	13	0
38	14	0
38	15	0
38	16	0
38	17	0
38	18	0
38	19	0
38	20	0
39	1	0
39	2	11.78
39	3	11.11
39	4	10.9
39	5	10.9
39	6	9.5
39	7	9
39	8	9.21
39	9	10.48
39	10	10.76
39	11	0
39	12	0
39	13	0
39	14	0
39	15	0
39	16	0
39	17	0
39	18	0
39	19	0
39	20	0
40	1	0
40	2	10.93
40	3	11
40	4	11.43
40	5	11.43
40	6	10.66
40	7	10.3
40	8	10.84
40	9	11.28
