

40	10	11.05
40	11	0
40	12	0
40	13	0
40	14	0
40	15	0
40	16	0
40	17	0
40	18	0
40	19	0
40	20	0
41	1	0
41	2	10.98
41	3	10.97
41	4	11.01
41	5	11.01
41	6	9.94
41	7	9.46
41	8	9.26
41	9	9.67
41	10	11.23
41	11	0
41	12	0
41	13	0
41	14	0
41	15	0
41	16	0
41	17	0
41	18	0
41	19	0
41	20	0
42	1	0
42	2	10.93
42	3	11
42	4	11.43
42	5	11.43
42	6	10.66
42	7	10.3
42	8	10.84
42	9	11.28
42	10	12.45
42	11	0
42	12	0
42	13	0
42	14	0
42	15	0
42	16	0
42	17	0
42	18	0
42	19	0
42	20	0
43	1	0
43	2	11.02
43	3	11.18
43	4	11.25
43	5	11.25
43	6	10.85
43	7	10.28
43	8	10.84
43	9	11.38
43	10	12.22
43	11	0
43	12	0
43	13	0
43	14	0
43	15	0
43	16	0
43	17	0
43	18	0
43	19	0
43	20	0
44	1	0
44	2	10.93
44	3	11
44	4	11.45
44	5	11.45
44	6	10.67
44	7	10.33
44	8	10.86
44	9	11.28
44	10	12.84
44	11	0
44	12	0
44	13	0
44	14	0
44	15	0
44	16	0
44	17	0
44	18	0
44	19	0
44	20	0
45	1	0
45	2	10.68
45	3	10.79
45	4	11.48
45	5	11.48
45	6	10.62
45	7	10.6
45	8	11.62
45	9	12.17
45	10	12.98
45	11	0
45	12	0
45	13	0
45	14	0
45	15	0
45	16	0
45	17	0
45	18	0
45	19	0
45	20	0
46	1	0
46	2	11.09
46	3	10.93
46	4	11.3
46	5	11.3
46	6	10.99
46	7	10.7
46	8	11.16
46	9	11.97
46	10	12.46
46	11	0
46	12	0
46	13	0
46	14	0
46	15	0
46	16	0
46	17	0
46	18	0
46	19	0
46	20	0
47	1	0
47	2	11.11
47	3	10.9
47	4	11.27
47	5	11.27
47	6	11.48
47	7	11.27
47	8	11.76
47	9	13.75
47	10	15.16
47	11	0
47	12	0
47	13	0
47	14	0
47	15	0
47	16	0
47	17	0
47	18	0
47	19	0
47	20	0
48	1	0
48	2	0
48	3	10.81
48	4	11.3
48	5	11.3
48	6	11.57
48	7	12.69
48	8	13.14
48	9	14.03
48	10	13.88
48	11	0
48	12	0
48	13	0
48	14	0
48	15	0
48	16	0
48	17	0
48	18	0
48	19	0
48	20	0
49	1	0
49	2	11.24
49	3	10.83
49	4	11.35
49	5	11.35
49	6	11.78
49	7	11.72
49	8	12.72
49	9	14.45
49	10	15.25
49	11	0
49	12	0
49	13	0
49	14	0
49	15	0
49	16	0
49	17	0
49	18	0
49	19	0
49	20	0
50	1	0
50	2	10.93
50	3	11
50	4	11.43
50	5	11.43
50	6	10.66
50	7	10.3
50	8	10.84
50	9	11.28
50	10	0
50	11	0
50	12	0
50	13	0
50	14	0
50	15	0
50	16	0
50	17	0
50	18	0
50	19	0
50	20	0
51	1	0
51	2	10.93
51	3	11
51	4	11.43
51	5	11.43
51	6	10.66
51	7	10.3
51	8	10.84
51	9	11.28
51	10	0
51	11	0
51	12	0
51	13	0
51	14	0
51	15	0
51	16	0
51	17	0
51	18	0
51	19	0
51	20	0
52	1	0
52	2	9.16
52	3	10.18
52	4	11.5
52	5	11.5
52	6	12.49
52	7	12.57
52	8	13.11
52	9	13.97
52	10	14.03
52	11	0
52	12	0
52	13	0
52	14	0
52	15	0
52	16	0
52	17	0
52	18	0
52	19	0
52	20	0
53	1	0
53	2	9.78
53	3	10.92
53	4	11.77
53	5	11.77
53	6	11.68
53	7	11.98
53	8	12.52
53	9	14.21
53	10	15.14
53	11	0
53	12	0
53	13	0
53	14	0
53	15	0
53	16	0
53	17	0
53	18	0
53	19	0
53	20	0
54	1	0
54	2	10.93
54	3	11
54	4	11.43
54	5	11.43
54	6	10.66
54	7	10.3
54	8	10.84
54	9	11.28
54	10	0
54	11	0
54	12	0
54	13	0
54	14	0
54	15	0
54	16	0
54	17	0
54	18	0
54	19	0
54	20	0
55	1	0
55	2	10.93
55	3	11
55	4	11.43
55	5	11.43
55	6	10.66
55	7	10.3
55	8	10.84
55	9	11.28
55	10	13.74
55	11	0
55	12	0
55	13	0
55	14	0
55	15	0
55	16	0
55	17	0
55	18	0
55	19	0
55	20	0
56	1	0
56	2	10.93
56	3	11
56	4	11.43
56	5	11.43
56	6	10.66
56	7	10.3
56	8	10.84
56	9	11.28
56	10	13.67
56	11	0
56	12	0
56	13	0
56	14	0
56	15	0
56	16	0
56	17	0
56	18	0
56	19	0
56	20	0
57	1	0
57	2	0
57	3	0
57	4	0
57	5	0
57	6	0
57	7	0
57	8	0
57	9	0
57	10	0
57	11	0
57	12	0
57	13	0
57	14	0
57	15	0
57	16	0
57	17	0
57	18	0
57	19	0
57	20	0
58	1	0
58	2	0
58	3	0
58	4	0
58	5	0
58	6	0
58	7	0
58	8	0
58	9	0
58	10	0
58	11	0
58	12	0
58	13	0
58	14	0
58	15	0
58	16	0
58	17	0
58	18	0
58	19	0
58	20	0
59	1	0
59	2	10.93
59	3	11
59	4	11.43
59	5	11.43
59	6	10.66
59	7	10.3
59	8	10.84
59	9	11.28
59	10	0
59	11	0
59	12	0
59	13	0
59	14	0
59	15	0
59	16	0
59	17	0
59	18	0
59	19	0
59	20	0
60	1	0
60	2	0
60	3	0
60	4	0
60	5	0
60	6	0
60	7	0
60	8	0
60	9	0
60	10	0
60	11	0
60	12	0
60	13	0
60	14	0
60	15	0
60	16	0
60	17	0
60	18	0
60	19	0
60	20	0
