0,0,0
0,0,-185
0,0,-555.000000000002
0,0,-925.000000000003
0,0,-1295
0,0,-1665.00000000001
0,0,-1850.00000000001
0,-58.5786437626903,-1991.42135623731
0,-199.999999999991,-2050
0,-317.808352880364,-2050
0,-553.425058641107,-2050
0,-789.041764401853,-2050
0,-1024.6584701626,-2050
0,-1260.27517592334,-2050
0,-1378.08352880371,-2050
0,-1544.56456735858,-2139.16650415287
0,-1562.60028375667,-2327.15936198306
0,-1495.52159369028,-2487.56947813027
0,-1394.9035585907,-2728.18465235109
0,-1294.28552349112,-2968.7998265719
0,-1260.74617845793,-3049.00488464551
0,-1227.20683342474,-3129.20994271911
0,-1211.84651956654,-3199.35807346546
0,-1222.2538551735,-3270.41007452519
55.1762707251182,-1264.90734571795,-3396.60383353246
188.383571831546,-1282.57499998401,-3448.87500000013
337.062087640814,-1282.57499998401,-3448.87500000013
634.419119259357,-1282.57499998401,-3448.87500000013
931.776150877908,-1282.57499998401,-3448.87500000013
1229.13318249645,-1282.57499998401,-3448.87500000013
1526.49021411499,-1282.57499998401,-3448.87500000013
1675.16872992426,-1282.57499998401,-3448.87500000013
1679.99859102266,-1282.6333273848,-3448.87500000013
1684.82563498877,-1282.80827556633,-3448.87500000013
1903.84672271313,-1293.395954057,-3448.87500000013
2122.86781043746,-1303.98363254768,-3448.87500000013
2341.88889816181,-1314.57131103835,-3448.87500000013
2779.9310736105,-1335.7466680197,-3448.87500000013
3217.97324905919,-1356.92202500105,-3448.87500000013
3436.99433678354,-1367.50970349173,-3448.87500000013
3656.01542450787,-1378.09738198241,-3448.87500000013
3875.03651223223,-1388.68506047308,-3448.87500000013
3880.00144805728,-1388.86329204241,-3448.87500000013
3884.96927910345,-1388.91814580594,-3448.87500000013
4001.54596300393,-1388.75735037987,-3448.87500000013
4234.69933080487,-1388.43575952773,-3448.87500000013
4467.85269860581,-1388.11416867559,-3448.87500000013
4701.00606640676,-1387.79257782345,-3448.87500000013
4934.1594342077,-1387.4709869713,-3448.87500000013
5050.73611810817,-1387.31019154523,-3448.87500000013
5162.25725233942,-1421.10383605776,-3448.87500000013
5236.01347060896,-1511.32020960656,-3448.87500000013
5277.52677261752,-1612.3867158371,-3448.87500000013
5360.55337663463,-1814.51972829817,-3448.87500000013
5443.57998065174,-2016.65274075925,-3448.87500000013
5526.60658466886,-2218.78575322032,-3448.87500000013
5609.63318868597,-2420.9187656814,-3448.87500000013
5651.14649069453,-2521.98527191194,-3448.87500000013
5662.35954856758,-2559.24715466468,-3448.87500000013
5666.14500000057,-2597.97506360121,-3448.87500000013
5666.14500000057,-2902.74328599192,-3448.87500000013
5666.14500000057,-3207.51150838262,-3448.87500000013
5666.14500000057,-3512.27973077333,-3448.87500000013
5666.14500000057,-4121.81617555475,-3448.87500000013
5666.14500000057,-4731.35262033617,-3448.87500000013
5666.14500000057,-5036.12084272688,-3448.87500000013
5666.14500000057,-5340.88906511759,-3448.87500000013
5666.14500000057,-5645.6572875083,-3448.87500000013
5666.14500000057,-5722.19397398132,-3433.65090650238
5666.14500000057,-5787.0786437456,-3390.29635623743
5666.14500000057,-5927.93749998291,-3249.43750000014
5666.14500000057,-6068.79635622023,-3108.57864376284
5666.14500000057,-6112.15090648518,-3043.69397399853
5666.14500000057,-6127.37499998292,-2967.1572875255
5666.14500000057,-6127.37499998292,-2803.57864376284
5666.14500000057,-6127.37499998292,-2640.00000000017
5724.28873794735,-6120.25016716861,-2498.57864376287
5866.48486133488,-6102.82570080723,-2440.00000000018
6006.85626205334,-6085.62483279722,-2381.42135623748
6065.00000000043,-6078.49999998291,-2240.00000000018
6065.00000000043,-6134.14971155756,-2105.64971157447
6065.00000000043,-6268.49999998328,-2049.99999999982
6065.00000000043,-6464.49999998338,-2049.99999999982
6065.00000000043,-6856.49999998357,-2049.99999999982
6065.00000000043,-7248.49999998378,-2049.99999999982
6065.00000000043,-7640.49999998397,-2049.99999999982
6065.00000000043,-8032.49999998418,-2049.99999999982
6065.00000000043,-8228.49999998428,-2049.99999999982
6123.57864376299,-8369.92135622158,-2049.99999999982
6265.00000000055,-8428.49999998427,-2049.99999999982
6447.50000000027,-8428.49999998427,-2049.99999999982
6630,-8428.49999998427,-2049.99999999982
6771.42135623724,-8428.49999998427,-1991.42135623712
6830.00000000012,-8428.49999998427,-1849.99999999982
6830.00000000012,-8428.49999998427,-1664.99999999982
6830.00000000012,-8428.49999998427,-1294.99999999982
6830.00000000012,-8428.49999998427,-924.99999999982
6830.00000000012,-8428.49999998427,-554.999999999818
6830.00000000012,-8428.49999998427,-184.999999999818
6830.00000000012,-8428.49999998427,1.82808435056359E-10
