400 6 0 
190.77000000 -32.63485100 23.38230800  
190.77000000 -32.78664000 23.35788808  
190.77000000 -32.93943724 23.34088766  
190.77000000 -33.09288006 23.33132819  
190.77000000 -33.24660581 23.32923113  
190.77000000 -33.40025160 23.33461060  
190.77000000 -33.55345466 23.34745047  
190.77000000 -33.70585274 23.36772176  
190.77000000 -33.85708557 23.39537390  
190.77000000 -34.00679559 23.43034489  
190.77000000 -34.15463074 23.47254733  
190.77000000 -34.30024066 23.52188368  
190.77000000 -34.44327698 23.57824287  
190.77000000 -34.58339873 23.64149724  
190.77000000 -34.72029782 23.71146315  
190.77000000 -34.85365969 23.78796498  
190.77000000 -34.98309359 23.87092648  
190.77000000 -35.10824879 23.96020716  
190.77000000 -35.22906798 24.05526589  
190.77000000 -35.34575029 24.15532725  
190.77000000 -35.45925100 24.25901825  
190.77000000 -35.57054185 24.36506503  
190.77000000 -35.67958738 24.47339030  
190.77000000 -35.78610909 24.58420686  
190.77000000 -35.89005850 24.69745171  
190.77000000 -35.99144253 24.81299536  
190.77000000 -36.09020871 24.93078037  
190.77000000 -36.18629043 25.05076646  
190.77000000 -36.27963882 25.17289241  
190.77000000 -36.37021046 25.29709144  
190.77000000 -36.45796119 25.42329921  
190.77000000 -36.54284572 25.55145231  
190.77000000 -36.62481470 25.68148886  
190.77000000 -36.70382304 25.81334440  
190.77000000 -36.77985500 25.94694027  
190.77000000 -36.85288488 26.08220246  
190.77000000 -36.92278690 26.21910358  
190.77000000 -36.98947551 26.35759769  
190.77000000 -37.05324568 26.49746091  
190.77000000 -37.11460536 26.63840105  
190.77000000 -37.17449497 26.77998068  
190.77000000 -37.23368517 26.92185947  
190.77000000 -37.29121184 27.06440493  
190.77000000 -37.34577231 27.20817015  
190.77000000 -37.39729113 27.35307535  
190.77000000 -37.44611053 27.49896631  
190.77000000 -37.49227590 27.64571910  
190.77000000 -37.53577327 27.79330559  
190.77000000 -37.57665207 27.94164390  
190.77000000 -37.61497655 28.09063019  
190.77000000 -37.65078220 28.24023645  
190.77000000 -37.68407763 28.39039443  
190.77000000 -37.71488554 28.54107890  
190.77000000 -37.74322325 28.69223607  
190.77000000 -37.76910970 28.84383049  
190.77000000 -37.79256187 28.99581657  
190.77000000 -37.81360262 29.14815464  
190.77000000 -37.83225751 29.30080584  
190.77000000 -37.84855728 29.45372693  
190.77000000 -37.86253576 29.60688515  
190.77000000 -37.87422451 29.76023639  
190.77000000 -37.88365566 29.91374608  
190.77000000 -37.89086165 30.06737690  
190.77000000 -37.89587481 30.22108579  
190.77000000 -37.89872623 30.37484829  
190.77000000 -37.89944588 30.52862988  
190.77000000 -37.89806414 30.68240588  
190.77000000 -37.89461135 30.83614927  
190.77000000 -37.88911760 30.98983326  
190.77000000 -37.88161297 31.14343133  
190.77000000 -37.87212777 31.29691967  
190.77000000 -37.86069270 31.45026917  
190.77000000 -37.84733629 31.60346201  
190.77000000 -37.83208673 31.75647761  
190.77000000 -37.81497309 31.90929588  
190.77000000 -37.79602438 32.06189959  
190.77000000 -37.77526933 32.21426863  
190.77000000 -37.75273639 32.36638344  
190.77000000 -37.72845360 32.51822841  
190.77000000 -37.70244983 32.66978233  
190.77000000 -37.67475096 32.82103422  
190.77000000 -37.64538266 32.97197011  
190.77000000 -37.61437039 33.12257664  
190.77000000 -37.58173927 33.27284201  
190.77000000 -37.54751527 33.42275295  
190.77000000 -37.51172450 33.57229668  
190.77000000 -37.47439198 33.72146275  
190.77000000 -37.43554334 33.87023675  
190.77000000 -37.39520057 34.01861134  
190.77000000 -37.35338538 34.16657697  
190.77000000 -37.31011958 34.31412475  
190.77000000 -37.26542469 34.46124711  
190.77000000 -37.21932267 34.60793497  
190.77000000 -37.17183519 34.75418018  
190.77000000 -37.12298362 34.89997540  
190.77000000 -37.07279012 35.04531074  
190.77000000 -37.02127391 35.19018147  
190.77000000 -36.96845452 35.33458021  
190.77000000 -36.91435022 35.47850184  
190.77000000 -36.85897889 35.62194173  
190.77000000 -36.80235913 35.76489376  
190.77000000 -36.74450925 35.90735280  
190.77000000 -36.68544739 36.04931379  
190.77000000 -36.62519204 36.19077067  
190.77000000 -36.56376028 36.33172006  
190.77000000 -36.50117015 36.47215599  
190.77000000 -36.43743762 36.61207615  
190.77000000 -36.37257838 36.75147798  
190.77000000 -36.30660812 36.89035763  
190.77000000 -36.23954191 37.02871205  
